,precision,recall,f1,rouge-1,rouge-2,rouge-l,bleu,cosine_similarity,sentence_movers_similarity,latency,memory_usage
0,0.19821306034658437,0.19422611073890084,0.19619933301910913,0.20551242116540666,0.04212475884147376,0.1855613563931033,0.02888521260555221,0.4796087727868078,0.6938850022884402,227.17223930358887,12696.68359375
0,0.43069267681835804,0.36704426179761007,0.3963293360808817,0.4233780924242787,0.17968206470309248,0.40242988815924724,0.11003013095650381,0.7319889681108575,0.5909303491788591,202.40817403793335,12740.3125
0,0.4463917626327588,0.38669744414145824,0.41440592986261365,0.43877907883494294,0.19578957709828868,0.42065433642819444,0.1280597576921887,0.7330155273145831,0.5957545304780766,194.95871829986572,12753.54296875
0,0.44116577635028276,0.38618534446681085,0.41184873754336004,0.43339636396540576,0.19599131940490905,0.41496420589948824,0.1253737458720087,0.7333596212088471,0.5944048444330265,196.64120388031006,12788.390625
0,0.4462650845849108,0.3893203971483968,0.4158523664237448,0.43708814557325826,0.20044336877603794,0.4210797345689855,0.13088714252183584,0.7341610870024556,0.5971337694566226,190.76884746551514,12827.08203125
0,0.4483726898884499,0.3939084081427215,0.41937964164569935,0.43507814697700836,0.19772709377807934,0.41600812706363594,0.12803579104257257,0.7423042467888542,0.6026193843584675,400.37153673171997,23378.06640625
